quarantine_id,source_table,source_row_id,failure_reason,validation_rule,quarantined_at,raw_record_payload
Q-DE39D7F353F7,09_loading_events.csv,LDG-001466,Loading event references quarantined or non-existent order_id 'LO-PS10-01598',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.330233,"{""loading_event_id"": ""LDG-001466"", ""order_id"": ""LO-PS10-01598"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P06"", ""loading_start"": ""2026-06-24 15:59:49"", ""loading_end"": ""2026-06-24 16:26:19"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": 26.49, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-A62C310F65B5,09_loading_events.csv,LDG-001493,Loading event references quarantined or non-existent order_id 'LO-PS28-01144',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.332477,"{""loading_event_id"": ""LDG-001493"", ""order_id"": ""LO-PS28-01144"", ""depot_id"": ""kisumu"", ""loading_position_id"": ""KSM-P04"", ""loading_start"": ""2026-06-24 10:42:55"", ""loading_end"": ""2026-06-24 11:13:16"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": 30.35, ""avg_flow_rate_lpm"": 1689, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-2A4792C76DA1,09_loading_events.csv,LDG-001528,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.335959,"{""loading_event_id"": ""LDG-001528"", ""order_id"": ""LO-PS10-01618"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P04"", ""loading_start"": ""2026-06-24 12:37:27"", ""loading_end"": ""2026-06-24 13:07:37"", ""planned_quantity_litres"": 34000, ""actual_quantity_litres"": 34000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 1523, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-FC2ACD7A74DC,09_loading_events.csv,LDG-001536,Loading event references quarantined or non-existent order_id 'LO-PS10-01624',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.336637,"{""loading_event_id"": ""LDG-001536"", ""order_id"": ""LO-PS10-01624"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P02"", ""loading_start"": ""2026-06-24 13:59:12"", ""loading_end"": ""2026-06-24 14:25:52"", ""planned_quantity_litres"": 28000, ""actual_quantity_litres"": 28000, ""loading_duration_minutes"": 26.67, ""avg_flow_rate_lpm"": 1575, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-4B578BBE0F6B,09_loading_events.csv,LDG-001604,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-01446',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.342291,"{""loading_event_id"": ""LDG-001604"", ""order_id"": ""LO-KOTPS1-01446"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P03"", ""loading_start"": ""2026-06-25 11:59:28"", ""loading_end"": ""2026-06-25 12:31:33"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": 32.08, ""avg_flow_rate_lpm"": 1581, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-02FDBAE6A8F0,09_loading_events.csv,LDG-001632,Loading event references quarantined or non-existent order_id 'LO-PS27-01195',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.344594,"{""loading_event_id"": ""LDG-001632"", ""order_id"": ""LO-PS27-01195"", ""depot_id"": ""eldoret"", ""loading_position_id"": ""ELD-P03"", ""loading_start"": ""2026-06-25 17:51:21"", ""loading_end"": ""2026-06-25 18:20:23"", ""planned_quantity_litres"": 34000, ""actual_quantity_litres"": 34000, ""loading_duration_minutes"": 29.03, ""avg_flow_rate_lpm"": 1623, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-25F0C6D91EB7,09_loading_events.csv,LDG-001636,Loading event references quarantined or non-existent order_id 'LO-PS25-01263',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.344945,"{""loading_event_id"": ""LDG-001636"", ""order_id"": ""LO-PS25-01263"", ""depot_id"": ""nakuru"", ""loading_position_id"": ""NKR-P02"", ""loading_start"": ""2026-06-25 12:31:28"", ""loading_end"": ""2026-06-25 13:02:48"", ""planned_quantity_litres"": 32000, ""actual_quantity_litres"": 32000, ""loading_duration_minutes"": 31.34, ""avg_flow_rate_lpm"": 1483, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-12C4F12A0E2A,09_loading_events.csv,LDG-001724,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.352270,"{""loading_event_id"": ""LDG-001724"", ""order_id"": ""LO-KOTPS1-01479"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P05"", ""loading_start"": ""2026-06-26 14:09:52"", ""loading_end"": ""2026-06-26 14:38:52"", ""planned_quantity_litres"": 32000, ""actual_quantity_litres"": 32000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 1691, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-07EF31ABFFB7,09_loading_events.csv,LDG-001730,Loading event references quarantined or non-existent order_id 'LO-PS10-01704',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.352846,"{""loading_event_id"": ""LDG-001730"", ""order_id"": ""LO-PS10-01704"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P05"", ""loading_start"": ""2026-06-26 14:25:50"", ""loading_end"": ""2026-06-26 14:50:55"", ""planned_quantity_litres"": 38000, ""actual_quantity_litres"": 38000, ""loading_duration_minutes"": 25.09, ""avg_flow_rate_lpm"": 2160, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-E4420CD30913,09_loading_events.csv,LDG-001736,Loading event references quarantined or non-existent order_id 'LO-PS10-01707',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.353341,"{""loading_event_id"": ""LDG-001736"", ""order_id"": ""LO-PS10-01707"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P03"", ""loading_start"": ""2026-06-26 14:58:54"", ""loading_end"": ""2026-06-26 15:25:56"", ""planned_quantity_litres"": 36000, ""actual_quantity_litres"": 36000, ""loading_duration_minutes"": 27.03, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-74C841842C3D,09_loading_events.csv,LDG-001876,Loading event references quarantined or non-existent order_id 'LO-PS10-01766',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.365225,"{""loading_event_id"": ""LDG-001876"", ""order_id"": ""LO-PS10-01766"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P03"", ""loading_start"": ""2026-06-28 11:29:00"", ""loading_end"": ""2026-06-28 11:55:12"", ""planned_quantity_litres"": 38000, ""actual_quantity_litres"": 38000, ""loading_duration_minutes"": 26.2, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-A1C0056E4343,09_loading_events.csv,LDG-001944,Loading event references quarantined or non-existent order_id 'LO-PS27-01229',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.371141,"{""loading_event_id"": ""LDG-001944"", ""order_id"": ""LO-PS27-01229"", ""depot_id"": ""eldoret"", ""loading_position_id"": ""ELD-P03"", ""loading_start"": ""2026-06-29 18:11:30"", ""loading_end"": ""2026-06-29 18:35:17"", ""planned_quantity_litres"": 28000, ""actual_quantity_litres"": 28000, ""loading_duration_minutes"": 23.78, ""avg_flow_rate_lpm"": 1676, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-FE839404DF25,09_loading_events.csv,LDG-002403,Loading event references quarantined or non-existent order_id 'LO-PS10-01974',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.411949,"{""loading_event_id"": ""LDG-002403"", ""order_id"": ""LO-PS10-01974"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P03"", ""loading_start"": ""2026-07-02 09:36:26"", ""loading_end"": ""2026-07-02 10:01:00"", ""planned_quantity_litres"": 28000, ""actual_quantity_litres"": 28000, ""loading_duration_minutes"": 24.57, ""avg_flow_rate_lpm"": 1707, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-F1259D64243D,09_loading_events.csv,LDG-002425,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-01696',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.413772,"{""loading_event_id"": ""LDG-002425"", ""order_id"": ""LO-KOTPS1-01696"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P07"", ""loading_start"": ""2026-07-02 09:40:50"", ""loading_end"": ""2026-07-02 10:13:51"", ""planned_quantity_litres"": 36000, ""actual_quantity_litres"": 36000, ""loading_duration_minutes"": 33.02, ""avg_flow_rate_lpm"": 1527, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-E974189481D6,09_loading_events.csv,LDG-002581,Loading event references quarantined or non-existent order_id 'LO-PS27-01312',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.427863,"{""loading_event_id"": ""LDG-002581"", ""order_id"": ""LO-PS27-01312"", ""depot_id"": ""eldoret"", ""loading_position_id"": ""ELD-P01"", ""loading_start"": ""2026-07-04 11:51:56"", ""loading_end"": ""2026-07-04 12:18:50"", ""planned_quantity_litres"": 32000, ""actual_quantity_litres"": 32000, ""loading_duration_minutes"": 26.9, ""avg_flow_rate_lpm"": 1620, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-0372A2C0A359,09_loading_events.csv,LDG-002642,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-01768',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.432922,"{""loading_event_id"": ""LDG-002642"", ""order_id"": ""LO-KOTPS1-01768"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P10"", ""loading_start"": ""2026-07-05 19:15:29"", ""loading_end"": ""2026-07-05 19:49:46"", ""planned_quantity_litres"": 36000, ""actual_quantity_litres"": 36000, ""loading_duration_minutes"": 34.29, ""avg_flow_rate_lpm"": 1397, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-D5AE02EFBA80,09_loading_events.csv,LDG-002838,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.449405,"{""loading_event_id"": ""LDG-002838"", ""order_id"": ""LO-KOTPS1-01831"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P06"", ""loading_start"": ""2026-07-07 12:28:14"", ""loading_end"": ""2026-07-07 12:55:04"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-9000E0EE5F05,09_loading_events.csv,LDG-002891,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-01848',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.453867,"{""loading_event_id"": ""LDG-002891"", ""order_id"": ""LO-KOTPS1-01848"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P04"", ""loading_start"": ""2026-07-07 13:10:00"", ""loading_end"": ""2026-07-07 13:41:44"", ""planned_quantity_litres"": 34000, ""actual_quantity_litres"": 34000, ""loading_duration_minutes"": 31.74, ""avg_flow_rate_lpm"": 1598, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-5F7E8CD11206,09_loading_events.csv,LDG-003121,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.473642,"{""loading_event_id"": ""LDG-003121"", ""order_id"": ""LO-PS10-02260"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P04"", ""loading_start"": ""2026-07-09 19:06:43"", ""loading_end"": ""2026-07-09 19:34:24"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-F9D3AEFC3E31,09_loading_events.csv,LDG-003142,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-01929',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.475381,"{""loading_event_id"": ""LDG-003142"", ""order_id"": ""LO-KOTPS1-01929"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P02"", ""loading_start"": ""2026-07-09 09:15:00"", ""loading_end"": ""2026-07-09 09:50:32"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": 35.54, ""avg_flow_rate_lpm"": 1582, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-F1D8C756D193,09_loading_events.csv,LDG-003327,Loading event references quarantined or non-existent order_id 'LO-PS10-02336',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.490885,"{""loading_event_id"": ""LDG-003327"", ""order_id"": ""LO-PS10-02336"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P02"", ""loading_start"": ""2026-07-11 11:33:30"", ""loading_end"": ""2026-07-11 11:55:02"", ""planned_quantity_litres"": 32000, ""actual_quantity_litres"": 32000, ""loading_duration_minutes"": 21.52, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-C9FE50B6DEB4,09_loading_events.csv,LDG-003468,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.503384,"{""loading_event_id"": ""LDG-003468"", ""order_id"": ""LO-PS25-01530"", ""depot_id"": ""nakuru"", ""loading_position_id"": ""NKR-P01"", ""loading_start"": ""2026-07-13 17:48:33"", ""loading_end"": ""2026-07-13 18:15:40"", ""planned_quantity_litres"": 36000, ""actual_quantity_litres"": 36000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 2160, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-C9DE93CADAF7,09_loading_events.csv,LDG-003610,Loading event references quarantined or non-existent order_id 'LO-PS25-01550',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.515390,"{""loading_event_id"": ""LDG-003610"", ""order_id"": ""LO-PS25-01550"", ""depot_id"": ""nakuru"", ""loading_position_id"": ""NKR-P04"", ""loading_start"": ""2026-07-14 12:30:18"", ""loading_end"": ""2026-07-14 13:03:27"", ""planned_quantity_litres"": 40000, ""actual_quantity_litres"": 40000, ""loading_duration_minutes"": 33.14, ""avg_flow_rate_lpm"": 1587, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-7982B9801B5F,09_loading_events.csv,LDG-003777,Loading event references quarantined or non-existent order_id 'LO-PS27-01451',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.529614,"{""loading_event_id"": ""LDG-003777"", ""order_id"": ""LO-PS27-01451"", ""depot_id"": ""eldoret"", ""loading_position_id"": ""ELD-P06"", ""loading_start"": ""2026-07-15 13:50:17"", ""loading_end"": ""2026-07-15 14:21:11"", ""planned_quantity_litres"": 34000, ""actual_quantity_litres"": 34000, ""loading_duration_minutes"": 30.89, ""avg_flow_rate_lpm"": 1681, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-0318981C6B7E,09_loading_events.csv,LDG-003789,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.530611,"{""loading_event_id"": ""LDG-003789"", ""order_id"": ""LO-PS10-02522"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P07"", ""loading_start"": ""2026-07-15 09:49:41"", ""loading_end"": ""2026-07-15 10:21:05"", ""planned_quantity_litres"": 38000, ""actual_quantity_litres"": 38000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 1732, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-398432E10CD7,09_loading_events.csv,LDG-004166,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.562395,"{""loading_event_id"": ""LDG-004166"", ""order_id"": ""LO-PS10-02670"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P06"", ""loading_start"": ""2026-07-19 12:20:36"", ""loading_end"": ""2026-07-19 12:50:00"", ""planned_quantity_litres"": 34000, ""actual_quantity_litres"": 34000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 1562, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-7371473B4228,09_loading_events.csv,LDG-004385,Loading event references quarantined or non-existent order_id 'LO-PS28-01377',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.580840,"{""loading_event_id"": ""LDG-004385"", ""order_id"": ""LO-PS28-01377"", ""depot_id"": ""kisumu"", ""loading_position_id"": ""KSM-P03"", ""loading_start"": ""2026-07-21 17:26:41"", ""loading_end"": ""2026-07-21 17:52:15"", ""planned_quantity_litres"": 28000, ""actual_quantity_litres"": 28000, ""loading_duration_minutes"": 25.56, ""avg_flow_rate_lpm"": 1605, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-EA159BA5C497,09_loading_events.csv,LDG-004772,Negative meter loading duration (-15.0 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:59.614480,"{""loading_event_id"": ""LDG-004772"", ""order_id"": ""LO-KOTPS1-02410"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P02"", ""loading_start"": ""2026-07-24 09:37:54"", ""loading_end"": ""2026-07-24 10:08:54"", ""planned_quantity_litres"": 36000, ""actual_quantity_litres"": 36000, ""loading_duration_minutes"": -15.0, ""avg_flow_rate_lpm"": 1644, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-D5E3345E38AC,09_loading_events.csv,LDG-004988,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-02464',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.747020,"{""loading_event_id"": ""LDG-004988"", ""order_id"": ""LO-KOTPS1-02464"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P03"", ""loading_start"": ""2026-07-27 11:11:15"", ""loading_end"": ""2026-07-27 11:41:08"", ""planned_quantity_litres"": 28000, ""actual_quantity_litres"": 28000, ""loading_duration_minutes"": 29.87, ""avg_flow_rate_lpm"": 1520, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-F911418301C8,09_loading_events.csv,LDG-005723,Loading event references quarantined or non-existent order_id 'LO-KOTPS1-02662',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.824754,"{""loading_event_id"": ""LDG-005723"", ""order_id"": ""LO-KOTPS1-02662"", ""depot_id"": ""mombasa"", ""loading_position_id"": ""MBA-P01"", ""loading_start"": ""2026-08-03 15:49:12"", ""loading_end"": ""2026-08-03 16:14:04"", ""planned_quantity_litres"": 38000, ""actual_quantity_litres"": 38000, ""loading_duration_minutes"": 24.87, ""avg_flow_rate_lpm"": 2227, ""dual_arm_used"": true, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
Q-0C6BC09ADD4F,09_loading_events.csv,LDG-005818,Loading event references quarantined or non-existent order_id 'LO-PS10-03371',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:59.833072,"{""loading_event_id"": ""LDG-005818"", ""order_id"": ""LO-PS10-03371"", ""depot_id"": ""nairobi"", ""loading_position_id"": ""NBO-P02"", ""loading_start"": ""2026-08-04 11:53:54"", ""loading_end"": ""2026-08-04 12:25:44"", ""planned_quantity_litres"": 38000, ""actual_quantity_litres"": 38000, ""loading_duration_minutes"": 31.83, ""avg_flow_rate_lpm"": 1623, ""dual_arm_used"": false, ""loading_status"": ""COMPLETED"", ""exception_reason"": NaN}"
