quarantine_id,source_table,source_row_id,failure_reason,validation_rule,quarantined_at,raw_record_payload
Q-0479F776AE9F,08_staging_events.csv,STG-001433,Staging event references quarantined or non-existent order_id 'LO-PS10-01585',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.018330,"{""staging_id"": ""STG-001433"", ""order_id"": ""LO-PS10-01585"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay A1"", ""queue_entry_time"": ""2026-06-24 09:53:01"", ""queue_exit_time"": ""2026-06-24 10:02:36"", ""wait_duration_minutes"": 9.58, ""queue_reason"": ""NOMINAL_FLOW"", ""initial_predicted_wait_min"": 9.9}"
Q-8D70AC0B2CAC,08_staging_events.csv,STG-001466,Staging event references quarantined or non-existent order_id 'LO-PS10-01598',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.020971,"{""staging_id"": ""STG-001466"", ""order_id"": ""LO-PS10-01598"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B2"", ""queue_entry_time"": ""2026-06-24 15:43:01"", ""queue_exit_time"": ""2026-06-24 15:56:49"", ""wait_duration_minutes"": 13.81, ""queue_reason"": ""NOMINAL_FLOW"", ""initial_predicted_wait_min"": 14.6}"
Q-798454670AB6,08_staging_events.csv,STG-001493,Staging event references quarantined or non-existent order_id 'LO-PS28-01144',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.023056,"{""staging_id"": ""STG-001493"", ""order_id"": ""LO-PS28-01144"", ""depot_id"": ""kisumu"", ""staging_area_id"": ""Staging Bay C2"", ""queue_entry_time"": ""2026-06-24 10:22:32"", ""queue_exit_time"": ""2026-06-24 10:41:55"", ""wait_duration_minutes"": 19.38, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 19.0}"
Q-90E8A494E24D,08_staging_events.csv,STG-001536,Staging event references quarantined or non-existent order_id 'LO-PS10-01624',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.027390,"{""staging_id"": ""STG-001536"", ""order_id"": ""LO-PS10-01624"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B3"", ""queue_entry_time"": ""2026-06-24 13:20:27"", ""queue_exit_time"": ""2026-06-24 13:57:12"", ""wait_duration_minutes"": 36.76, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 32.9}"
Q-29E461AAB7E2,08_staging_events.csv,STG-001604,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-01446',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.032934,"{""staging_id"": ""STG-001604"", ""order_id"": ""LO-KOTPS1-01446"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay A1"", ""queue_entry_time"": ""2026-06-25 11:20:24"", ""queue_exit_time"": ""2026-06-25 11:57:28"", ""wait_duration_minutes"": 37.07, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 36.8}"
Q-F6305BC32277,08_staging_events.csv,STG-001623,Negative staging wait duration (-8.5 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:58.034410,"{""staging_id"": ""STG-001623"", ""order_id"": ""LO-PS10-01661"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B2"", ""queue_entry_time"": ""2026-06-25 09:52:58"", ""queue_exit_time"": ""2026-06-25 10:06:05"", ""wait_duration_minutes"": -8.5, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 13.6}"
Q-A71D7ECD2A7F,08_staging_events.csv,STG-001632,Staging event references quarantined or non-existent order_id 'LO-PS27-01195',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.035163,"{""staging_id"": ""STG-001632"", ""order_id"": ""LO-PS27-01195"", ""depot_id"": ""eldoret"", ""staging_area_id"": ""Staging Bay A4"", ""queue_entry_time"": ""2026-06-25 17:13:50"", ""queue_exit_time"": ""2026-06-25 17:48:21"", ""wait_duration_minutes"": 34.51, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 37.4}"
Q-8505CFD24EF4,08_staging_events.csv,STG-001636,Staging event references quarantined or non-existent order_id 'LO-PS25-01263',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.035536,"{""staging_id"": ""STG-001636"", ""order_id"": ""LO-PS25-01263"", ""depot_id"": ""nakuru"", ""staging_area_id"": ""Staging Bay B1"", ""queue_entry_time"": ""2026-06-25 12:15:54"", ""queue_exit_time"": ""2026-06-25 12:30:28"", ""wait_duration_minutes"": 14.57, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 13.3}"
Q-460793B407EE,08_staging_events.csv,STG-001730,Staging event references quarantined or non-existent order_id 'LO-PS10-01704',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.042927,"{""staging_id"": ""STG-001730"", ""order_id"": ""LO-PS10-01704"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B4"", ""queue_entry_time"": ""2026-06-26 14:07:06"", ""queue_exit_time"": ""2026-06-26 14:22:50"", ""wait_duration_minutes"": 15.73, ""queue_reason"": ""NOMINAL_FLOW"", ""initial_predicted_wait_min"": 17.0}"
Q-E703F11ADF93,08_staging_events.csv,STG-001736,Staging event references quarantined or non-existent order_id 'LO-PS10-01707',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.043397,"{""staging_id"": ""STG-001736"", ""order_id"": ""LO-PS10-01707"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay C5"", ""queue_entry_time"": ""2026-06-26 14:39:46"", ""queue_exit_time"": ""2026-06-26 14:56:54"", ""wait_duration_minutes"": 17.14, ""queue_reason"": ""NOMINAL_FLOW"", ""initial_predicted_wait_min"": 18.8}"
Q-E5EDF0CAE9E1,08_staging_events.csv,STG-001876,Staging event references quarantined or non-existent order_id 'LO-PS10-01766',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.054614,"{""staging_id"": ""STG-001876"", ""order_id"": ""LO-PS10-01766"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay A1"", ""queue_entry_time"": ""2026-06-28 11:07:04"", ""queue_exit_time"": ""2026-06-28 11:28:00"", ""wait_duration_minutes"": 20.94, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 19.4}"
Q-601D81D1DB85,08_staging_events.csv,STG-001944,Staging event references quarantined or non-existent order_id 'LO-PS27-01229',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.060513,"{""staging_id"": ""STG-001944"", ""order_id"": ""LO-PS27-01229"", ""depot_id"": ""eldoret"", ""staging_area_id"": ""Staging Bay B2"", ""queue_entry_time"": ""2026-06-29 17:23:33"", ""queue_exit_time"": ""2026-06-29 18:10:30"", ""wait_duration_minutes"": 46.95, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 49.7}"
Q-D8E63CA1B27B,08_staging_events.csv,STG-002403,Staging event references quarantined or non-existent order_id 'LO-PS10-01974',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.097107,"{""staging_id"": ""STG-002403"", ""order_id"": ""LO-PS10-01974"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay A5"", ""queue_entry_time"": ""2026-07-02 09:19:34"", ""queue_exit_time"": ""2026-07-02 09:34:26"", ""wait_duration_minutes"": 14.86, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 13.6}"
Q-FB5A8386E8DE,08_staging_events.csv,STG-002425,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-01696',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.098813,"{""staging_id"": ""STG-002425"", ""order_id"": ""LO-KOTPS1-01696"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay C5"", ""queue_entry_time"": ""2026-07-02 09:24:46"", ""queue_exit_time"": ""2026-07-02 09:39:50"", ""wait_duration_minutes"": 15.07, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 13.3}"
Q-6EF4FC387367,08_staging_events.csv,STG-002581,Staging event references quarantined or non-existent order_id 'LO-PS27-01312',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.115930,"{""staging_id"": ""STG-002581"", ""order_id"": ""LO-PS27-01312"", ""depot_id"": ""eldoret"", ""staging_area_id"": ""Staging Bay B2"", ""queue_entry_time"": ""2026-07-04 11:22:54"", ""queue_exit_time"": ""2026-07-04 11:48:56"", ""wait_duration_minutes"": 26.03, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 26.9}"
Q-4537C215D507,08_staging_events.csv,STG-002642,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-01768',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.121169,"{""staging_id"": ""STG-002642"", ""order_id"": ""LO-KOTPS1-01768"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay C1"", ""queue_entry_time"": ""2026-07-05 18:34:24"", ""queue_exit_time"": ""2026-07-05 19:12:29"", ""wait_duration_minutes"": 38.07, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 33.0}"
Q-B618F30E1D6B,08_staging_events.csv,STG-002891,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-01848',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.140371,"{""staging_id"": ""STG-002891"", ""order_id"": ""LO-KOTPS1-01848"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay C2"", ""queue_entry_time"": ""2026-07-07 12:51:01"", ""queue_exit_time"": ""2026-07-07 13:07:00"", ""wait_duration_minutes"": 15.97, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 17.7}"
Q-04234D4BAA7E,08_staging_events.csv,STG-002975,Negative staging wait duration (-8.5 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:58.146849,"{""staging_id"": ""STG-002975"", ""order_id"": ""LO-PS10-02198"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay A2"", ""queue_entry_time"": ""2026-07-08 09:05:52"", ""queue_exit_time"": ""2026-07-08 09:21:01"", ""wait_duration_minutes"": -8.5, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 14.5}"
Q-C86ABC85E1E3,08_staging_events.csv,STG-003142,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-01929',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.160160,"{""staging_id"": ""STG-003142"", ""order_id"": ""LO-KOTPS1-01929"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay C1"", ""queue_entry_time"": ""2026-07-09 09:06:28"", ""queue_exit_time"": ""2026-07-09 09:14:00"", ""wait_duration_minutes"": 7.53, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 7.4}"
Q-A05436508710,08_staging_events.csv,STG-003327,Staging event references quarantined or non-existent order_id 'LO-PS10-02336',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.174870,"{""staging_id"": ""STG-003327"", ""order_id"": ""LO-PS10-02336"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay C4"", ""queue_entry_time"": ""2026-07-11 11:05:10"", ""queue_exit_time"": ""2026-07-11 11:32:30"", ""wait_duration_minutes"": 27.35, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 24.4}"
Q-3B863B94710D,08_staging_events.csv,STG-003610,Staging event references quarantined or non-existent order_id 'LO-PS25-01550',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.197731,"{""staging_id"": ""STG-003610"", ""order_id"": ""LO-PS25-01550"", ""depot_id"": ""nakuru"", ""staging_area_id"": ""Staging Bay B1"", ""queue_entry_time"": ""2026-07-14 12:07:03"", ""queue_exit_time"": ""2026-07-14 12:27:18"", ""wait_duration_minutes"": 20.26, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 18.0}"
Q-F1E8244E7A08,08_staging_events.csv,STG-003777,Staging event references quarantined or non-existent order_id 'LO-PS27-01451',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.211481,"{""staging_id"": ""STG-003777"", ""order_id"": ""LO-PS27-01451"", ""depot_id"": ""eldoret"", ""staging_area_id"": ""Staging Bay C1"", ""queue_entry_time"": ""2026-07-15 13:01:45"", ""queue_exit_time"": ""2026-07-15 13:47:17"", ""wait_duration_minutes"": 45.53, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 39.3}"
Q-E0AB94C27E59,08_staging_events.csv,STG-003843,Negative staging wait duration (-8.5 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:58.216754,"{""staging_id"": ""STG-003843"", ""order_id"": ""LO-PS10-02551"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B4"", ""queue_entry_time"": ""2026-07-16 14:21:40"", ""queue_exit_time"": ""2026-07-16 14:30:55"", ""wait_duration_minutes"": -8.5, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 8.0}"
Q-0D8F8CB69D30,08_staging_events.csv,STG-004385,Staging event references quarantined or non-existent order_id 'LO-PS28-01377',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.260677,"{""staging_id"": ""STG-004385"", ""order_id"": ""LO-PS28-01377"", ""depot_id"": ""kisumu"", ""staging_area_id"": ""Staging Bay B1"", ""queue_entry_time"": ""2026-07-21 17:09:41"", ""queue_exit_time"": ""2026-07-21 17:23:41"", ""wait_duration_minutes"": 14.0, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 14.2}"
Q-1DC572FB7192,08_staging_events.csv,STG-004988,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-02464',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.435692,"{""staging_id"": ""STG-004988"", ""order_id"": ""LO-KOTPS1-02464"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay A5"", ""queue_entry_time"": ""2026-07-27 10:46:12"", ""queue_exit_time"": ""2026-07-27 11:09:15"", ""wait_duration_minutes"": 23.05, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 23.6}"
Q-71D090E769EC,08_staging_events.csv,STG-005723,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-02662',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.498717,"{""staging_id"": ""STG-005723"", ""order_id"": ""LO-KOTPS1-02662"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay C2"", ""queue_entry_time"": ""2026-08-03 15:29:48"", ""queue_exit_time"": ""2026-08-03 15:46:12"", ""wait_duration_minutes"": 16.4, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 16.7}"
Q-AED39839C1A5,08_staging_events.csv,STG-005818,Staging event references quarantined or non-existent order_id 'LO-PS10-03371',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.507025,"{""staging_id"": ""STG-005818"", ""order_id"": ""LO-PS10-03371"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay C2"", ""queue_entry_time"": ""2026-08-04 11:11:46"", ""queue_exit_time"": ""2026-08-04 11:51:54"", ""wait_duration_minutes"": 40.14, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 34.5}"
Q-A0AF50814FDB,08_staging_events.csv,STG-005851,Staging event references quarantined or non-existent order_id 'LO-PS10-03382',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.509628,"{""staging_id"": ""STG-005851"", ""order_id"": ""LO-PS10-03382"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B4"", ""queue_entry_time"": ""2026-08-04 12:00:38"", ""queue_exit_time"": ""2026-08-04 12:15:39"", ""wait_duration_minutes"": 15.01, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 16.0}"
Q-E0640136EFF7,08_staging_events.csv,STG-005994,Staging event references quarantined or non-existent order_id 'LO-PS25-01923',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.520723,"{""staging_id"": ""STG-005994"", ""order_id"": ""LO-PS25-01923"", ""depot_id"": ""nakuru"", ""staging_area_id"": ""Staging Bay B2"", ""queue_entry_time"": ""2026-08-05 08:54:14"", ""queue_exit_time"": ""2026-08-05 09:03:08"", ""wait_duration_minutes"": 8.91, ""queue_reason"": ""LOADING_CAPACITY_PRESSURE"", ""initial_predicted_wait_min"": 9.8}"
Q-8497CB1B5DD4,08_staging_events.csv,STG-006062,Negative staging wait duration (-8.5 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:58.526313,"{""staging_id"": ""STG-006062"", ""order_id"": ""LO-KOTPS1-02762"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay A2"", ""queue_entry_time"": ""2026-08-06 10:37:16"", ""queue_exit_time"": ""2026-08-06 11:06:21"", ""wait_duration_minutes"": -8.5, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 30.9}"
Q-CA13AFC2462C,08_staging_events.csv,STG-006427,Staging event references quarantined or non-existent order_id 'LO-PS10-03619',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.555371,"{""staging_id"": ""STG-006427"", ""order_id"": ""LO-PS10-03619"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay A4"", ""queue_entry_time"": ""2026-08-10 12:07:48"", ""queue_exit_time"": ""2026-08-10 12:42:04"", ""wait_duration_minutes"": 34.26, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 36.8}"
Q-ADB3AF33B91C,08_staging_events.csv,STG-006435,Staging event references quarantined or non-existent order_id 'LO-PS27-01773',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.556067,"{""staging_id"": ""STG-006435"", ""order_id"": ""LO-PS27-01773"", ""depot_id"": ""eldoret"", ""staging_area_id"": ""Staging Bay C4"", ""queue_entry_time"": ""2026-08-10 10:36:27"", ""queue_exit_time"": ""2026-08-10 11:19:44"", ""wait_duration_minutes"": 43.27, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 47.0}"
Q-B5B09DFF4522,08_staging_events.csv,STG-006444,Staging event references quarantined or non-existent order_id 'LO-PS10-03626',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.556844,"{""staging_id"": ""STG-006444"", ""order_id"": ""LO-PS10-03626"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B5"", ""queue_entry_time"": ""2026-08-10 11:47:55"", ""queue_exit_time"": ""2026-08-10 12:18:31"", ""wait_duration_minutes"": 30.59, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 26.1}"
Q-7060D1896E61,08_staging_events.csv,STG-006472,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-02876',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.559080,"{""staging_id"": ""STG-006472"", ""order_id"": ""LO-KOTPS1-02876"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay A2"", ""queue_entry_time"": ""2026-08-10 16:45:05"", ""queue_exit_time"": ""2026-08-10 17:19:00"", ""wait_duration_minutes"": 33.91, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 30.2}"
Q-86FE9086D52C,08_staging_events.csv,STG-006633,Staging event references quarantined or non-existent order_id 'LO-KOTPS1-02917',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.571729,"{""staging_id"": ""STG-006633"", ""order_id"": ""LO-KOTPS1-02917"", ""depot_id"": ""mombasa"", ""staging_area_id"": ""Staging Bay A1"", ""queue_entry_time"": ""2026-08-11 13:05:55"", ""queue_exit_time"": ""2026-08-11 13:49:38"", ""wait_duration_minutes"": -8.5, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 47.0}"
Q-83839AC09677,08_staging_events.csv,STG-006654,Negative staging wait duration (-8.5 mins),RULE_NEGATIVE_DURATION,2026-09-15T14:23:58.573346,"{""staging_id"": ""STG-006654"", ""order_id"": ""LO-PS10-03704"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay B5"", ""queue_entry_time"": ""2026-08-12 11:06:48"", ""queue_exit_time"": ""2026-08-12 11:27:29"", ""wait_duration_minutes"": -8.5, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 19.6}"
Q-E4E0AEE477DD,08_staging_events.csv,STG-006725,Staging event references quarantined or non-existent order_id 'LO-PS10-03732',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:23:58.579003,"{""staging_id"": ""STG-006725"", ""order_id"": ""LO-PS10-03732"", ""depot_id"": ""nairobi"", ""staging_area_id"": ""Staging Bay A3"", ""queue_entry_time"": ""2026-08-12 13:04:29"", ""queue_exit_time"": ""2026-08-12 13:33:35"", ""wait_duration_minutes"": 29.1, ""queue_reason"": ""ARRIVAL_CLUSTERING"", ""initial_predicted_wait_min"": 31.9}"
