quarantine_id,source_table,source_row_id,failure_reason,validation_rule,quarantined_at,raw_record_payload
Q-1D4B9453EF3D,13_arrival_signals.csv,SIG-001418,Arrival signal references quarantined or non-existent order_id 'LO-PS10-01598',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.893990,"{""signal_id"": ""SIG-001418"", ""order_id"": ""LO-PS10-01598"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-06-24 14:01:05"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 44.2, ""predicted_arrival_window_start"": ""2026-06-24 14:53:05"", ""predicted_arrival_window_end"": ""2026-06-24 15:20:05"", ""confidence_pct"": 63}"
Q-1D56BC959FA3,13_arrival_signals.csv,SIG-001445,Arrival signal references quarantined or non-existent order_id 'LO-PS28-01144',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.895615,"{""signal_id"": ""SIG-001445"", ""order_id"": ""LO-PS28-01144"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-06-24 08:38:26"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 55.1, ""predicted_arrival_window_start"": ""2026-06-24 09:24:26"", ""predicted_arrival_window_end"": ""2026-06-24 09:51:26"", ""confidence_pct"": 83}"
Q-1F9B8745B4E9,13_arrival_signals.csv,SIG-001481,Arrival signal references quarantined or non-existent order_id 'LO-PS10-01624',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.897746,"{""signal_id"": ""SIG-001481"", ""order_id"": ""LO-PS10-01624"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-06-24 10:12:58"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 50.5, ""predicted_arrival_window_start"": ""2026-06-24 11:50:58"", ""predicted_arrival_window_end"": ""2026-06-24 12:17:58"", ""confidence_pct"": 81}"
Q-5934D1229CFB,13_arrival_signals.csv,SIG-001549,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-01446',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.902183,"{""signal_id"": ""SIG-001549"", ""order_id"": ""LO-KOTPS1-01446"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-06-25 09:47:59"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 51.4, ""predicted_arrival_window_start"": ""2026-06-25 10:32:59"", ""predicted_arrival_window_end"": ""2026-06-25 10:59:59"", ""confidence_pct"": 60}"
Q-6A988AF05036,13_arrival_signals.csv,SIG-001581,Arrival signal references quarantined or non-existent order_id 'LO-PS27-01195',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.904081,"{""signal_id"": ""SIG-001581"", ""order_id"": ""LO-PS27-01195"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-06-25 16:01:25"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 62.2, ""predicted_arrival_window_start"": ""2026-06-25 16:19:25"", ""predicted_arrival_window_end"": ""2026-06-25 16:46:25"", ""confidence_pct"": 72}"
Q-265A35056F9D,13_arrival_signals.csv,SIG-001585,Arrival signal references quarantined or non-existent order_id 'LO-PS25-01263',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.904350,"{""signal_id"": ""SIG-001585"", ""order_id"": ""LO-PS25-01263"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-06-25 09:50:56"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 63.2, ""predicted_arrival_window_start"": ""2026-06-25 11:38:56"", ""predicted_arrival_window_end"": ""2026-06-25 12:05:56"", ""confidence_pct"": 82}"
Q-AE030CB4AE69,13_arrival_signals.csv,SIG-001675,Arrival signal references quarantined or non-existent order_id 'LO-PS10-01704',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.909581,"{""signal_id"": ""SIG-001675"", ""order_id"": ""LO-PS10-01704"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-06-26 12:34:18"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 34.7, ""predicted_arrival_window_start"": ""2026-06-26 13:24:18"", ""predicted_arrival_window_end"": ""2026-06-26 13:51:18"", ""confidence_pct"": 72}"
Q-3C5789C91854,13_arrival_signals.csv,SIG-001680,Arrival signal references quarantined or non-existent order_id 'LO-PS10-01707',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.909904,"{""signal_id"": ""SIG-001680"", ""order_id"": ""LO-PS10-01707"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-06-26 12:50:12"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 34.6, ""predicted_arrival_window_start"": ""2026-06-26 14:13:12"", ""predicted_arrival_window_end"": ""2026-06-26 14:40:12"", ""confidence_pct"": 73}"
Q-C5D04FF04BF4,13_arrival_signals.csv,SIG-001821,Arrival signal references quarantined or non-existent order_id 'LO-PS10-01766',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.919055,"{""signal_id"": ""SIG-001821"", ""order_id"": ""LO-PS10-01766"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-06-28 09:37:27"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 58.9, ""predicted_arrival_window_start"": ""2026-06-28 10:03:27"", ""predicted_arrival_window_end"": ""2026-06-28 10:30:27"", ""confidence_pct"": 74}"
Q-1ECB68BB3F50,13_arrival_signals.csv,SIG-001888,Arrival signal references quarantined or non-existent order_id 'LO-PS27-01229',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.923123,"{""signal_id"": ""SIG-001888"", ""order_id"": ""LO-PS27-01229"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-06-29 14:37:05"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 32.6, ""predicted_arrival_window_start"": ""2026-06-29 16:25:05"", ""predicted_arrival_window_end"": ""2026-06-29 16:52:05"", ""confidence_pct"": 80}"
Q-D42A8DD37B17,13_arrival_signals.csv,SIG-002333,Arrival signal references quarantined or non-existent order_id 'LO-PS10-01974',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.947800,"{""signal_id"": ""SIG-002333"", ""order_id"": ""LO-PS10-01974"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-07-02 06:59:21"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 5.8, ""predicted_arrival_window_start"": ""2026-07-02 08:41:21"", ""predicted_arrival_window_end"": ""2026-07-02 09:08:21"", ""confidence_pct"": 87}"
Q-8A11F33E68DB,13_arrival_signals.csv,SIG-002357,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-01696',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.949114,"{""signal_id"": ""SIG-002357"", ""order_id"": ""LO-KOTPS1-01696"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-07-02 07:13:53"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 48.4, ""predicted_arrival_window_start"": ""2026-07-02 08:35:53"", ""predicted_arrival_window_end"": ""2026-07-02 09:02:53"", ""confidence_pct"": 87}"
Q-D5A4BCEA16B8,13_arrival_signals.csv,SIG-002569,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-01768',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.960721,"{""signal_id"": ""SIG-002569"", ""order_id"": ""LO-KOTPS1-01768"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-07-05 15:56:57"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 26.2, ""predicted_arrival_window_start"": ""2026-07-05 17:40:57"", ""predicted_arrival_window_end"": ""2026-07-05 18:07:57"", ""confidence_pct"": 87}"
Q-4DF7168EEDF7,13_arrival_signals.csv,SIG-002815,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-01848',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:00.984196,"{""signal_id"": ""SIG-002815"", ""order_id"": ""LO-KOTPS1-01848"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-07-07 10:40:45"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 31.4, ""predicted_arrival_window_start"": ""2026-07-07 11:50:45"", ""predicted_arrival_window_end"": ""2026-07-07 12:17:45"", ""confidence_pct"": 81}"
Q-E053244C055D,13_arrival_signals.csv,SIG-003066,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-01929',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.003372,"{""signal_id"": ""SIG-003066"", ""order_id"": ""LO-KOTPS1-01929"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-07-09 07:41:01"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 7.3, ""predicted_arrival_window_start"": ""2026-07-09 08:10:01"", ""predicted_arrival_window_end"": ""2026-07-09 08:37:01"", ""confidence_pct"": 69}"
Q-2229170C92FD,13_arrival_signals.csv,SIG-003251,Arrival signal references quarantined or non-existent order_id 'LO-PS10-02336',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.015943,"{""signal_id"": ""SIG-003251"", ""order_id"": ""LO-PS10-02336"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-07-11 09:18:36"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 6.5, ""predicted_arrival_window_start"": ""2026-07-11 09:45:36"", ""predicted_arrival_window_end"": ""2026-07-11 10:12:36"", ""confidence_pct"": 74}"
Q-F908E0BE1141,13_arrival_signals.csv,SIG-003519,Arrival signal references quarantined or non-existent order_id 'LO-PS25-01550',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.033568,"{""signal_id"": ""SIG-003519"", ""order_id"": ""LO-PS25-01550"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-07-14 09:58:13"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 25.3, ""predicted_arrival_window_start"": ""2026-07-14 11:29:13"", ""predicted_arrival_window_end"": ""2026-07-14 11:56:13"", ""confidence_pct"": 84}"
Q-276105D451F1,13_arrival_signals.csv,SIG-003682,Arrival signal references quarantined or non-existent order_id 'LO-PS27-01451',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.043239,"{""signal_id"": ""SIG-003682"", ""order_id"": ""LO-PS27-01451"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-07-15 11:18:33"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 30.5, ""predicted_arrival_window_start"": ""2026-07-15 12:01:33"", ""predicted_arrival_window_end"": ""2026-07-15 12:28:33"", ""confidence_pct"": 93}"
Q-CAF105E4339A,13_arrival_signals.csv,SIG-004264,Arrival signal references quarantined or non-existent order_id 'LO-PS28-01377',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.076910,"{""signal_id"": ""SIG-004264"", ""order_id"": ""LO-PS28-01377"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-07-21 14:22:47"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 38.1, ""predicted_arrival_window_start"": ""2026-07-21 16:23:47"", ""predicted_arrival_window_end"": ""2026-07-21 16:50:47"", ""confidence_pct"": 81}"
Q-B8075E2EF396,13_arrival_signals.csv,SIG-004853,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-02464',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.228664,"{""signal_id"": ""SIG-004853"", ""order_id"": ""LO-KOTPS1-02464"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-07-27 08:36:24"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 38.3, ""predicted_arrival_window_start"": ""2026-07-27 10:01:24"", ""predicted_arrival_window_end"": ""2026-07-27 10:28:24"", ""confidence_pct"": 62}"
Q-CC1356FD53F6,13_arrival_signals.csv,SIG-005572,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-02662',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.290893,"{""signal_id"": ""SIG-005572"", ""order_id"": ""LO-KOTPS1-02662"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-03 14:18:00"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 23.5, ""predicted_arrival_window_start"": ""2026-08-03 14:53:00"", ""predicted_arrival_window_end"": ""2026-08-03 15:20:00"", ""confidence_pct"": 63}"
Q-5C354AAB6343,13_arrival_signals.csv,SIG-005667,Arrival signal references quarantined or non-existent order_id 'LO-PS10-03371',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.297401,"{""signal_id"": ""SIG-005667"", ""order_id"": ""LO-PS10-03371"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-08-04 08:48:24"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 44.0, ""predicted_arrival_window_start"": ""2026-08-04 10:31:24"", ""predicted_arrival_window_end"": ""2026-08-04 10:58:24"", ""confidence_pct"": 82}"
Q-B4F9D569F5DF,13_arrival_signals.csv,SIG-005840,Arrival signal references quarantined or non-existent order_id 'LO-PS25-01923',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.308111,"{""signal_id"": ""SIG-005840"", ""order_id"": ""LO-PS25-01923"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-08-05 07:56:48"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 19.4, ""predicted_arrival_window_start"": ""2026-08-05 08:30:48"", ""predicted_arrival_window_end"": ""2026-08-05 08:57:48"", ""confidence_pct"": 72}"
Q-19D53EF80E87,13_arrival_signals.csv,SIG-006154,Arrival signal references quarantined or non-existent order_id 'LO-PS10-03584',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.325746,"{""signal_id"": ""SIG-006154"", ""order_id"": ""LO-PS10-03584"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-08 10:23:16"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 7.7, ""predicted_arrival_window_start"": ""2026-08-08 12:14:16"", ""predicted_arrival_window_end"": ""2026-08-08 12:41:16"", ""confidence_pct"": 69}"
Q-52BACD88B50D,13_arrival_signals.csv,SIG-006254,Arrival signal references quarantined or non-existent order_id 'LO-PS10-03619',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.331325,"{""signal_id"": ""SIG-006254"", ""order_id"": ""LO-PS10-03619"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-08-10 10:00:19"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 26.9, ""predicted_arrival_window_start"": ""2026-08-10 11:52:19"", ""predicted_arrival_window_end"": ""2026-08-10 12:19:19"", ""confidence_pct"": 81}"
Q-00D42B319AF1,13_arrival_signals.csv,SIG-006260,Arrival signal references quarantined or non-existent order_id 'LO-PS27-01773',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.331718,"{""signal_id"": ""SIG-006260"", ""order_id"": ""LO-PS27-01773"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-10 09:21:06"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 34.6, ""predicted_arrival_window_start"": ""2026-08-10 09:56:06"", ""predicted_arrival_window_end"": ""2026-08-10 10:23:06"", ""confidence_pct"": 60}"
Q-38EA2B50C98B,13_arrival_signals.csv,SIG-006269,Arrival signal references quarantined or non-existent order_id 'LO-PS10-03626',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.332232,"{""signal_id"": ""SIG-006269"", ""order_id"": ""LO-PS10-03626"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-10 09:53:11"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 22.0, ""predicted_arrival_window_start"": ""2026-08-10 11:07:11"", ""predicted_arrival_window_end"": ""2026-08-10 11:34:11"", ""confidence_pct"": 69}"
Q-540756B1D00C,13_arrival_signals.csv,SIG-006296,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-02876',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.333663,"{""signal_id"": ""SIG-006296"", ""order_id"": ""LO-KOTPS1-02876"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-10 15:14:10"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 59.1, ""predicted_arrival_window_start"": ""2026-08-10 16:05:10"", ""predicted_arrival_window_end"": ""2026-08-10 16:32:10"", ""confidence_pct"": 61}"
Q-0467BA4ED67E,13_arrival_signals.csv,SIG-006452,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-02917',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.341959,"{""signal_id"": ""SIG-006452"", ""order_id"": ""LO-KOTPS1-02917"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-11 12:10:45"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 47.5, ""predicted_arrival_window_start"": ""2026-08-11 12:53:45"", ""predicted_arrival_window_end"": ""2026-08-11 13:20:45"", ""confidence_pct"": 71}"
Q-841EE4DB7E40,13_arrival_signals.csv,SIG-006544,Arrival signal references quarantined or non-existent order_id 'LO-PS10-03732',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.346862,"{""signal_id"": ""SIG-006544"", ""order_id"": ""LO-PS10-03732"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-08-12 11:45:10"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 58.3, ""predicted_arrival_window_start"": ""2026-08-12 12:21:10"", ""predicted_arrival_window_end"": ""2026-08-12 12:48:10"", ""confidence_pct"": 75}"
Q-2BA064D1FB09,13_arrival_signals.csv,SIG-007255,Arrival signal references quarantined or non-existent order_id 'LO-PS28-01639',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.386694,"{""signal_id"": ""SIG-007255"", ""order_id"": ""LO-PS28-01639"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-19 06:28:25"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 41.7, ""predicted_arrival_window_start"": ""2026-08-19 07:54:25"", ""predicted_arrival_window_end"": ""2026-08-19 08:21:25"", ""confidence_pct"": 75}"
Q-DE80D04B113B,13_arrival_signals.csv,SIG-007301,Arrival signal references quarantined or non-existent order_id 'LO-PS10-04050',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.389865,"{""signal_id"": ""SIG-007301"", ""order_id"": ""LO-PS10-04050"", ""signal_source"": ""OPTIONAL_TELEMATICS"", ""signal_timestamp"": ""2026-08-20 07:44:42"", ""signal_quality"": ""HIGH"", ""estimated_distance_km"": 38.3, ""predicted_arrival_window_start"": ""2026-08-20 08:43:42"", ""predicted_arrival_window_end"": ""2026-08-20 09:10:42"", ""confidence_pct"": 83}"
Q-0B23BD7FC79E,13_arrival_signals.csv,SIG-007318,Arrival signal references quarantined or non-existent order_id 'LO-KOTPS1-03169',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.391041,"{""signal_id"": ""SIG-007318"", ""order_id"": ""LO-KOTPS1-03169"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-20 10:42:43"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 46.3, ""predicted_arrival_window_start"": ""2026-08-20 12:03:43"", ""predicted_arrival_window_end"": ""2026-08-20 12:30:43"", ""confidence_pct"": 62}"
Q-40789B556FA4,13_arrival_signals.csv,SIG-007464,Arrival signal references quarantined or non-existent order_id 'LO-PS10-04124',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.400925,"{""signal_id"": ""SIG-007464"", ""order_id"": ""LO-PS10-04124"", ""signal_source"": ""HISTORICAL_BASELINE"", ""signal_timestamp"": ""2026-08-21 11:31:34"", ""signal_quality"": ""BASELINE"", ""estimated_distance_km"": 33.4, ""predicted_arrival_window_start"": ""2026-08-21 12:46:34"", ""predicted_arrival_window_end"": ""2026-08-21 13:13:34"", ""confidence_pct"": 70}"
Q-F222B7EB879D,13_arrival_signals.csv,SIG-007692,Arrival signal references quarantined or non-existent order_id 'LO-PS10-04209',RULE_ORPHANED_FOREIGN_KEY,2026-09-15T14:24:01.415927,"{""signal_id"": ""SIG-007692"", ""order_id"": ""LO-PS10-04209"", ""signal_source"": ""OPTIONAL_TRAFFIC_SIGNAL"", ""signal_timestamp"": ""2026-08-24 11:46:43"", ""signal_quality"": ""MEDIUM"", ""estimated_distance_km"": 26.6, ""predicted_arrival_window_start"": ""2026-08-24 13:23:43"", ""predicted_arrival_window_end"": ""2026-08-24 13:50:43"", ""confidence_pct"": 77}"
