readiness_id,depot_id,product_id,tank_id,readiness_status,certified_volume_litres,event_timestamp,resolved_timestamp,constraint_reason
PRD-000182,nakuru,PMS,T-PS2-02,READY,4080980,2026-08-09 10:00:00,,
PRD-000183,nakuru,DPK,T-PS2-02,CONSTRAINED,3305292,2026-08-10 16:00:00,2026-08-10 22:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000184,nakuru,DPK,T-PS2-02,CONSTRAINED,5600691,2026-08-12 14:00:00,2026-08-13 02:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000185,nakuru,DPK,T-PS2-02,CONSTRAINED,8407697,2026-08-14 08:00:00,2026-08-15 03:00:00,PIPELINE_BATCH_TRANSFER_ACTIVE
PRD-000186,nakuru,JET-A1,T-PS2-04,READY,6358159,2026-08-15 17:00:00,,
PRD-000187,nakuru,JET-A1,T-PS2-03,READY,6160017,2026-08-17 13:00:00,,
PRD-000188,nakuru,JET-A1,T-PS2-02,READY,2835784,2026-08-19 04:00:00,,
PRD-000189,nakuru,PMS,T-PS2-01,READY,2672809,2026-08-20 12:00:00,,
PRD-000190,nakuru,PMS,T-PS2-03,READY,6136174,2026-08-21 18:00:00,,
PRD-000191,nakuru,DPK,T-PS2-03,READY,5033015,2026-08-23 08:00:00,,
PRD-000192,nakuru,JET-A1,T-PS2-02,UNAVAILABLE,6998752,2026-08-24 04:00:00,2026-08-24 11:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000193,nakuru,JET-A1,T-PS2-04,READY,6555150,2026-08-25 02:00:00,,
PRD-000194,nakuru,PMS,T-PS2-02,READY,5713460,2026-08-26 01:00:00,,
PRD-000195,nakuru,DPK,T-PS2-04,READY,3469841,2026-08-27 18:00:00,,
PRD-000196,nakuru,JET-A1,T-PS2-01,READY,7578137,2026-08-28 19:00:00,,
PRD-000197,nakuru,JET-A1,T-PS2-04,READY,3624814,2026-08-30 09:00:00,,
PRD-000198,nakuru,PMS,T-PS2-02,READY,5240819,2026-08-31 03:00:00,,
PRD-000199,nakuru,PMS,T-PS2-01,READY,8391817,2026-09-01 20:00:00,,
PRD-000200,nakuru,AGO,T-PS2-03,READY,5945885,2026-09-03 06:00:00,,
PRD-000201,nakuru,JET-A1,T-PS2-01,READY,7447554,2026-09-04 21:00:00,,
PRD-000202,nakuru,DPK,T-PS2-04,READY,6933489,2026-09-06 04:00:00,,
PRD-000203,nakuru,JET-A1,T-PS2-02,UNAVAILABLE,5405266,2026-09-07 14:00:00,2026-09-08 07:00:00,TANK_SETTLING_WATER_DRAINAGE
PRD-000204,nakuru,PMS,T-PS2-03,READY,7200611,2026-09-08 10:00:00,,
PRD-000205,nakuru,AGO,T-PS2-01,READY,3951297,2026-09-09 12:00:00,,
PRD-000206,nakuru,JET-A1,T-PS2-03,READY,5463321,2026-09-10 22:00:00,,
PRD-000207,nakuru,AGO,T-PS2-04,READY,6674669,2026-09-12 01:00:00,,
PRD-000208,nakuru,AGO,T-PS2-03,READY,7071127,2026-09-13 16:00:00,,
PRD-000209,nakuru,AGO,T-PS2-04,UNAVAILABLE,6470167,2026-09-15 16:00:00,2026-09-15 23:00:00,LAB_OCTANE_CERTIFICATION_PENDING
PRD-000210,nakuru,DPK,T-PS2-04,READY,8035443,2026-09-16 10:00:00,,
PRD-000211,eldoret,DPK,T-PS2-02,READY,3562997,2026-06-13 01:00:00,,
PRD-000212,eldoret,AGO,T-PS2-03,UNAVAILABLE,2730384,2026-06-14 22:00:00,2026-06-15 20:00:00,LAB_OCTANE_CERTIFICATION_PENDING
PRD-000213,eldoret,PMS,T-PS2-01,READY,7342289,2026-06-16 02:00:00,,
PRD-000214,eldoret,DPK,T-PS2-03,READY,8361739,2026-06-18 00:00:00,,
PRD-000215,eldoret,AGO,T-PS2-02,READY,6794717,2026-06-18 20:00:00,,
PRD-000216,eldoret,PMS,T-PS2-01,READY,3154342,2026-06-20 13:00:00,,
PRD-000217,eldoret,DPK,T-PS2-02,READY,3981104,2026-06-21 21:00:00,,
PRD-000218,eldoret,PMS,T-PS2-04,READY,2870373,2026-06-22 23:00:00,,
PRD-000219,eldoret,JET-A1,T-PS2-02,READY,3234041,2026-06-24 02:00:00,,
PRD-000220,eldoret,AGO,T-PS2-04,READY,3413271,2026-06-24 23:00:00,,
PRD-000221,eldoret,PMS,T-PS2-04,READY,4309548,2026-06-26 08:00:00,,
PRD-000222,eldoret,JET-A1,T-PS2-01,READY,7576188,2026-06-27 03:00:00,,
PRD-000223,eldoret,JET-A1,T-PS2-04,READY,5138170,2026-06-27 22:00:00,,
PRD-000224,eldoret,AGO,T-PS2-03,READY,4023877,2026-06-28 19:00:00,,
PRD-000225,eldoret,AGO,T-PS2-01,READY,7892268,2026-06-29 17:00:00,,
PRD-000226,eldoret,AGO,T-PS2-03,READY,8441830,2026-07-01 03:00:00,,
PRD-000227,eldoret,JET-A1,T-PS2-02,READY,5890876,2026-07-02 22:00:00,,
PRD-000228,eldoret,PMS,T-PS2-01,READY,6195204,2026-07-04 11:00:00,,
PRD-000229,eldoret,DPK,T-PS2-03,READY,8452275,2026-07-05 15:00:00,,
PRD-000230,eldoret,PMS,T-PS2-02,READY,5869703,2026-07-07 14:00:00,,
PRD-000231,eldoret,AGO,T-PS2-04,READY,5774053,2026-07-08 18:00:00,,
PRD-000232,eldoret,JET-A1,T-PS2-04,READY,3049299,2026-07-10 01:00:00,,
PRD-000233,eldoret,AGO,T-PS2-02,CONSTRAINED,8085675,2026-07-11 01:00:00,2026-07-11 07:00:00,SULFUR_PPM_ASSAY_RUN
PRD-000234,eldoret,JET-A1,T-PS2-01,READY,4292740,2026-07-11 19:00:00,,
PRD-000235,eldoret,AGO,T-PS2-04,READY,6014094,2026-07-13 12:00:00,,
PRD-000236,eldoret,AGO,T-PS2-01,READY,7024071,2026-07-14 13:00:00,,
PRD-000237,eldoret,DPK,T-PS2-03,READY,2663326,2026-07-16 05:00:00,,
PRD-000238,eldoret,AGO,T-PS2-01,READY,2624258,2026-07-16 23:00:00,,
PRD-000239,eldoret,DPK,T-PS2-04,READY,8379982,2026-07-17 17:00:00,,
PRD-000240,eldoret,JET-A1,T-PS2-04,READY,5219871,2026-07-18 11:00:00,,
PRD-000241,eldoret,DPK,T-PS2-04,READY,5281557,2026-07-19 20:00:00,,
PRD-000242,eldoret,DPK,T-PS2-04,READY,2547340,2026-07-21 19:00:00,,
PRD-000243,eldoret,DPK,T-PS2-04,READY,3844567,2026-07-22 16:00:00,,
PRD-000244,eldoret,PMS,T-PS2-01,READY,3043406,2026-07-23 10:00:00,,
PRD-000245,eldoret,JET-A1,T-PS2-02,READY,3200905,2026-07-24 15:00:00,,
PRD-000246,eldoret,DPK,T-PS2-03,READY,4038979,2026-07-25 20:00:00,,
PRD-000247,eldoret,JET-A1,T-PS2-01,READY,3668192,2026-07-26 15:00:00,,
PRD-000248,eldoret,JET-A1,T-PS2-03,READY,3375409,2026-07-28 01:00:00,,
PRD-000249,eldoret,AGO,T-PS2-04,READY,6572874,2026-07-29 16:00:00,,
PRD-000250,eldoret,JET-A1,T-PS2-01,READY,6068254,2026-07-30 14:00:00,,
PRD-000251,eldoret,AGO,T-PS2-02,READY,3481887,2026-07-31 20:00:00,,
PRD-000252,eldoret,AGO,T-PS2-03,READY,3803339,2026-08-02 05:00:00,,
PRD-000253,eldoret,AGO,T-PS2-03,READY,7009747,2026-08-03 03:00:00,,
PRD-000254,eldoret,AGO,T-PS2-03,READY,8072463,2026-08-04 10:00:00,,
PRD-000255,eldoret,PMS,T-PS2-01,READY,5188574,2026-08-05 06:00:00,,
PRD-000256,eldoret,JET-A1,T-PS2-02,READY,5460383,2026-08-06 23:00:00,,
PRD-000257,eldoret,PMS,T-PS2-03,READY,5913459,2026-08-08 02:00:00,,
PRD-000258,eldoret,AGO,T-PS2-01,READY,3973534,2026-08-09 09:00:00,,
PRD-000259,eldoret,AGO,T-PS2-01,READY,5128623,2026-08-10 10:00:00,,
PRD-000260,eldoret,JET-A1,T-PS2-03,READY,3539643,2026-08-12 07:00:00,,
PRD-000261,eldoret,AGO,T-PS2-03,READY,6117893,2026-08-13 19:00:00,,
PRD-000262,eldoret,AGO,T-PS2-04,READY,5222586,2026-08-14 23:00:00,,
PRD-000263,eldoret,JET-A1,T-PS2-03,CONSTRAINED,6692180,2026-08-16 21:00:00,2026-08-17 10:00:00,LAB_OCTANE_CERTIFICATION_PENDING
PRD-000264,eldoret,PMS,T-PS2-04,READY,3450386,2026-08-18 19:00:00,,
PRD-000265,eldoret,AGO,T-PS2-02,READY,7324690,2026-08-19 22:00:00,,
PRD-000266,eldoret,JET-A1,T-PS2-03,READY,3995726,2026-08-21 20:00:00,,
PRD-000267,eldoret,DPK,T-PS2-01,READY,6017560,2026-08-23 17:00:00,,
PRD-000268,eldoret,PMS,T-PS2-02,READY,2839129,2026-08-25 06:00:00,,
PRD-000269,eldoret,DPK,T-PS2-02,READY,6776860,2026-08-26 18:00:00,,
PRD-000270,eldoret,DPK,T-PS2-04,READY,8057286,2026-08-28 16:00:00,,
PRD-000271,eldoret,PMS,T-PS2-01,READY,3684222,2026-08-29 22:00:00,,
PRD-000272,eldoret,PMS,T-PS2-04,READY,7683018,2026-08-30 22:00:00,,
PRD-000273,eldoret,DPK,T-PS2-02,READY,8417675,2026-09-01 13:00:00,,
PRD-000274,eldoret,JET-A1,T-PS2-04,READY,6455711,2026-09-03 00:00:00,,
PRD-000275,eldoret,PMS,T-PS2-01,READY,3726242,2026-09-04 21:00:00,,
PRD-000276,eldoret,DPK,T-PS2-02,READY,8102687,2026-09-06 20:00:00,,
PRD-000277,eldoret,AGO,T-PS2-03,READY,3983030,2026-09-08 09:00:00,,
PRD-000278,eldoret,PMS,T-PS2-01,READY,6834478,2026-09-09 12:00:00,,
PRD-000279,eldoret,JET-A1,T-PS2-02,CONSTRAINED,5196166,2026-09-10 12:00:00,2026-09-11 06:00:00,PIPELINE_BATCH_TRANSFER_ACTIVE
PRD-000280,eldoret,AGO,T-PS2-04,READY,8326995,2026-09-12 04:00:00,,
