audit_event_id,decision_id,action_id,audit_timestamp,actor,event_type,control_state,audit_reference_sha256,verification_digest
AUD-00048,DEC-00071,ACT-00048,2026-07-07 02:32:51,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,df5b5957d14d6ba1c06a4a8a9771e8d45077cbc0ff18e9e2cfbc13f4dbdb92a3,Outcome verified: -16m dwell reduction (Attainment 106.7%)
AUD-00049,DEC-00072,ACT-00049,2026-07-07 04:59:25,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a3a1ea385a8387961f47e18355da84560325476351e9bdc329823915f826f69a,Outcome verified: -17m dwell reduction (Attainment 85.0%)
AUD-00050,DEC-00074,ACT-00050,2026-07-08 13:05:35,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,22bf0d175d1daa0b9f63eb3ca76713599cac6717ee1795b6f8dd423946a6b764,Outcome verified: -11m dwell reduction (Attainment 100.0%)
AUD-00051,DEC-00075,ACT-00051,2026-07-09 02:02:52,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,3ba83a2fc2a144ce6545741dc98d9fce1e2e08bf61aefe314608ef88053dcbfd,Outcome verified: -9m dwell reduction (Attainment 75.0%)
AUD-00052,DEC-00077,ACT-00052,2026-07-09 19:43:25,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,06d9588c64388ca65003997f275ab8aa655430ff173a68227729c01d0374f1db,Outcome verified: -7m dwell reduction (Attainment 87.5%)
AUD-00053,DEC-00078,ACT-00053,2026-07-10 02:00:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,bf7fe98674bb7a1a0d92d4a25717797ada9c31ef6d8c4781c21d31130ef96e76,Outcome verified: -11m dwell reduction (Attainment 91.7%)
AUD-00054,DEC-00079,ACT-00054,2026-07-10 04:56:51,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,fbd17bf3f3de19a5e85912fbda13986971ca42249edf3c7d51e5c642e6d4d352,Outcome verified: -11m dwell reduction (Attainment 84.6%)
AUD-00055,DEC-00081,ACT-00055,2026-07-10 22:03:40,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,0845358abd80756e045758adcc314bbdbc841f0becba0a27061547b3a10fa968,Outcome verified: -28m dwell reduction (Attainment 103.7%)
AUD-00056,DEC-00083,ACT-00056,2026-07-11 10:03:53,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,826f335d53d3cd2708907b23441f2b91984af57ac8bdaaece7ddd107cb604353,Outcome verified: -12m dwell reduction (Attainment 92.3%)
AUD-00057,DEC-00084,ACT-00057,2026-07-11 11:48:54,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,5d6b80aed223648016c696a756ed2a1204a068d7ca79ae4d966f9aeaf5c0de0c,Outcome verified: -10m dwell reduction (Attainment 90.9%)
AUD-00058,DEC-00085,ACT-00058,2026-07-11 21:47:38,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,beff5071f9521f7eb9120316f5591a9c7cd830d9fd2624f95b54f6e02f49be67,Outcome verified: -12m dwell reduction (Attainment 85.7%)
AUD-00059,DEC-00086,ACT-00059,2026-07-12 01:58:30,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,68ff0b900ff883ce586c75b621d41ef0f466bf6d4e58c559de41e30e36c29693,Outcome verified: -24m dwell reduction (Attainment 104.3%)
AUD-00060,DEC-00088,ACT-00060,2026-07-12 10:02:32,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,7d45fb6e08f07ff85c6731867de87485961071615e729e4e45f3f93c5c7530c3,Outcome verified: -20m dwell reduction (Attainment 90.9%)
AUD-00061,DEC-00090,ACT-00061,2026-07-12 21:48:52,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a69de9e2d4c34d28b3caa87f28caa48d0ddb287561bb08f8e82d67f1398a0b53,Outcome verified: -10m dwell reduction (Attainment 83.3%)
AUD-00062,DEC-00091,ACT-00062,2026-07-13 09:55:30,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,c6837d085233fa5fff4f668de1bd4f9ae2d7fb24af125481dec868873bcf0cd9,Outcome verified: -14m dwell reduction (Attainment 93.3%)
AUD-00063,DEC-00094,ACT-00063,2026-07-15 13:00:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,251806cb578822779b7bbde4a60f353cfa564e676794aba702744640e9309a48,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00064,DEC-00095,ACT-00064,2026-07-15 19:39:45,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,3beabf24461e2b26309da006a86cbb8f49947fe7981d0154268a8dcddacd822e,Outcome verified: -7m dwell reduction (Attainment 77.8%)
AUD-00065,DEC-00097,ACT-00065,2026-07-17 00:49:45,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,cbc70ad1b829115af7f6000d09572478e6a94f511cea7b411a7b3eccda0f804d,Outcome verified: -8m dwell reduction (Attainment 72.7%)
AUD-00066,DEC-00098,ACT-00066,2026-07-17 08:45:34,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,0699b5c0c8ba20fb75cd6965c11f14f747deb80eed16f7272a4ea83960fc4247,Outcome verified: -11m dwell reduction (Attainment 91.7%)
AUD-00067,DEC-00100,ACT-00067,2026-07-18 01:33:48,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,1cb89e4172cb23d407d91f36ed6208206ed4f53236fa453b280555101a610c2f,Outcome verified: -15m dwell reduction (Attainment 78.9%)
AUD-00068,DEC-00102,ACT-00068,2026-07-19 03:38:34,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,959bd6a9037e49362868f95c76033d4b33ba726aeafa7b84a2399251fabc2519,Outcome verified: -5m dwell reduction (Attainment 71.4%)
AUD-00069,DEC-00103,ACT-00069,2026-07-19 07:01:30,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,867cc5ee0d9a29e671726b552d7f8ffd2ce9e7e1743c96928408f567365a057b,Outcome verified: -16m dwell reduction (Attainment 88.9%)
AUD-00070,DEC-00104,ACT-00070,2026-07-19 12:51:41,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,a236a81a1e655326663ee96d4b7d2cac6ca7ab4844684314a60d079e18c76790,Outcome verified: -5m dwell reduction (Attainment 83.3%)
AUD-00071,DEC-00105,ACT-00071,2026-07-19 21:56:25,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,PARTIAL,a4778589780c70cbdfc7586c4566e7c472a7291b3eb09dc0d2c73fae18e3b128,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00072,DEC-00106,ACT-00072,2026-07-20 19:43:40,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,dea42549402cae2f9b8f6a1e16d505c503d401a0ad49c3d7939c36ecc543ba02,Outcome verified: -6m dwell reduction (Attainment 85.7%)
AUD-00073,DEC-00107,ACT-00073,2026-07-20 22:34:33,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,1d260face1d7f7d95e67e9085d9df43ed2b0290d0db0ff935f531353e9b51a87,Outcome verified: -10m dwell reduction (Attainment 90.9%)
AUD-00074,DEC-00108,ACT-00074,2026-07-21 02:53:56,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,435a54dd7e8cf4f3954c5dfd3181e6f4814b5299360bfda8a08e30a927f4a7c5,Outcome verified: -9m dwell reduction (Attainment 81.8%)
AUD-00075,DEC-00109,ACT-00075,2026-07-21 15:58:40,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,5a91c870a6c02c5bde848a3498fd1a8e6b122d6d81b1effd5f79ba5a1bcfc42b,Outcome verified: -29m dwell reduction (Attainment 100.0%)
AUD-00076,DEC-00111,ACT-00076,2026-07-22 02:01:42,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,0768af9411883a47cf991811258b2942f780baf7ed2da1b302242363d6512cca,Outcome verified: -4m dwell reduction (Attainment 100.0%)
AUD-00077,DEC-00113,ACT-00077,2026-07-22 23:53:32,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,fbe038a2b1c077eab98cb0eab261e072160232eeab76a1dfecd0fe3bb7f3ba38,Outcome verified: -8m dwell reduction (Attainment 88.9%)
AUD-00078,DEC-00115,ACT-00078,2026-07-24 08:57:46,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,ad76932b7c0052e9e095dc2cdd248f033111335c3d435e0eba4c381d81165077,Outcome verified: -10m dwell reduction (Attainment 76.9%)
AUD-00079,DEC-00118,ACT-00079,2026-07-25 16:32:46,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,78988e7c25e40b24c1496470bbe07ecb997c37e5180d2b844e6c0f87d064c0ac,Outcome verified: -12m dwell reduction (Attainment 100.0%)
AUD-00080,DEC-00120,ACT-00080,2026-07-27 22:43:47,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,fd81e9869af29d871f79937d45b83f39a91a5c97369f543a87d6bcf570013a91,Outcome verified: -29m dwell reduction (Attainment 96.7%)
AUD-00081,DEC-00121,ACT-00081,2026-07-28 00:42:50,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,abe01167da2fc995bd65d6fc6552420e22bb7612f4a3de033d5863d5066a2a59,Outcome verified: -23m dwell reduction (Attainment 104.5%)
AUD-00082,DEC-00123,ACT-00082,2026-07-28 16:36:47,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,7ae6839ae471e4994aaf850c245ba96a79d470c1627583641eafafa1957058c4,Outcome verified: -11m dwell reduction (Attainment 100.0%)
AUD-00083,DEC-00125,ACT-00083,2026-07-29 04:50:34,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,83d3bf59b942ecbfe1569bacb938e89174a7e2ad57d980d6e62eb8d72adfe7fd,Outcome verified: -9m dwell reduction (Attainment 100.0%)
AUD-00084,DEC-00126,ACT-00084,2026-07-29 07:01:54,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,487b4a1655876fa120b7e1cb979035813ec79b955e0d54be24b855eb25869010,Outcome verified: -10m dwell reduction (Attainment 83.3%)
AUD-00085,DEC-00127,ACT-00085,2026-07-29 11:38:52,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,4fc94f54a75d2cb26b298e73abc35785b9fca1534f4a7bfe201f438a93f21379,Outcome verified: -12m dwell reduction (Attainment 80.0%)
AUD-00086,DEC-00128,ACT-00086,2026-07-30 18:43:51,FLOWGUARD_AUTONOMY_ENGINE,CLOSED_LOOP_VERIFICATION_COMPLETE,VERIFIED,d94bbab920f30e99d296560bc0c093f449a6839143a5550d303873e068a8b923,Outcome verified: -10m dwell reduction (Attainment 83.3%)
